Id	CLASS0	CLASS1	CLASS2	CLASS3	COMMON-NAME	ALTERNATIVE	NAMES	SUPER-PATHWAYS
CALVIN-PWY	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	Sugar-Biosynthesis	Autotrophic-CO2-Fixation$CARBO-BIOSYNTHESIS$Photosynthesis	Calvin-Benson-Bassham cycle	Biosynthesis	Calvin-Benson-Bassham cycle$photosynthetic dark reactions$photosynthetic CO<SUB>2</SUB> fixation$reductive pentose phosphate pathway$Calvin cycle$photosynthesis - dark reaction$carbon fixation$Calvin-Benson cycle	PWY-7218$PWY-6886$PHOTOALL-PWY
PWY-5744	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	Autotrophic-CO2-Fixation$Other-Degradation	glyoxylate assimilation		glyoxylate assimilation	PWY-7024
PWY-7024	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	Autotrophic-CO2-Fixation$Super-Pathways	superpathway of the 3-hydroxypropanoate cycle		superpathway of the 3-hydroxypropanoate cycle$superpathway of the 3-hydroxypropionate cycle	
TRPIAACAT-PWY	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis VI (bacteria)		indole-3-acetate biosynthesis VI (bacteria)$indole-3-acetic acid biosynthesis VI	
PWY-5026	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis V (bacteria and fungi)		indole-3-acetate biosynthesis V (bacteria and fungi)$IAA biosynthesis V (bacteria and fungi)$indole-3-acetic acid biosynthesis V (bacteria and fungi)	
PWY-581	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis II		indole-3-acetate biosynthesis II$auxin biosynthesis$indole-3-acetic acid biosynthesis II$IAA de novo synthesis$IAA biosynthesis II	
PWY-3161	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis III (bacteria)		indole-3-acetate biosynthesis III (bacteria)$IAA biosynthesis III (bacteria)$indole-3-acetic acid biosynthesis II (bacteria)	
PWY-5025	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis IV (bacteria)		indole-3-acetate biosynthesis IV (bacteria)$IAA biosynthesis IV (bacteria)$indole-3-acetic acid biosynthesis IV (bacteria)	
PWYDQC-4	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis	indole-3-acetate biosynthesis I		indole-3-acetate biosynthesis I$auxin biosynthesis$IPA auxin biosynthesis$IAA biosynthesis I$indole-3-acetic acid biosynthesis I	
PWY-6303	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Auxin-Biosynthesis$Interconversion	methyl indole-3-acetate interconversion		methyl indole-3-acetate interconversion$MeIAA interconversion$Methyl IAA biosynthesis$methyl indole-3-acetic acid interconversion	
PWY-2421				AUXINS-DEGRADATION	indole-3-acetate degradation		indole-3-acetate degradation$indole-3-acetic acid degradation	
PWY-7971				B12-Salvage-From-Cobinamide	adenosylcobinamide-GDP salvage from cobinamide I		adenosylcobinamide-GDP salvage from cobinamide I	COBALSYN-PWY
PWY-7972				B12-Salvage-From-Cobinamide	adenosylcobinamideGDP salvage from cobinamide II		adenosylcobinamideGDP salvage from cobinamide II	PWY-6269
COBALSYN-PWY	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	B12-Salvage-From-Cobinamide$Super-Pathways	superpathway of adenosylcobalamin salvage from cobinamide I		superpathway of adenosylcobalamin salvage from cobinamide I	
PWY-6269	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	B12-Salvage-From-Cobinamide$Super-Pathways	superpathway of adenosylcobalamin salvage from cobinamide II		superpathway of adenosylcobalamin salvage from cobinamide II	
PWY18C3-20	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzenoids-Biosynthesis	BENZENOID-SYN	gentisate 5-O-_-D-xylopyranoside biosynthesis		gentisate 5-O-&beta;-D-xylopyranoside biosynthesis	
PWY-6444	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzoate-Biosynthesis	Benzoate-Biosynthesis	"benzoate biosynthesis II (CoA-independent, non-_-oxidative)"		"benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative)$benzoate biosynthesis (non-oxidative)$benzoic acid biosynthesis"	
PWY-6763	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzoate-Biosynthesis	Benzoate-Biosynthesis	salicortin biosynthesis		salicortin biosynthesis	
PWY-6766	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzoate-Biosynthesis	Benzoate-Biosynthesis	salicin biosynthesis		salicin biosynthesis	
PWY-6446	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzoate-Biosynthesis	Benzoate-Biosynthesis$Super-Pathways	"benzoate biosynthesis III (CoA-dependent, non-_-oxidative)"		"benzoate biosynthesis III (CoA-dependent, non-&beta;-oxidative)$benzoic acid biosynthesis$benzoate biosynthesis III (CoA-dependent, &beta;-oxidative-independent)"	
PWY-6443	Biosynthesis	Aromatic-Compounds-Biosynthesis	Benzoate-Biosynthesis	Benzoate-Biosynthesis$Super-Pathways	"benzoate biosynthesis I (CoA-dependent, _-oxidative)"		"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)$benzoic acid biosynthesis"	
PWY-2503	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Benzoate-Degradation	Benzoate-Degradation	benzoate degradation I (aerobic)		benzoate degradation I (aerobic)	PWY-6957$PWY-2504$PWY-5178$PWY-6954$PWY-5430
PWY-283	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Benzoate-Degradation	Benzoate-Degradation	benzoate degradation II (aerobic and anaerobic)		benzoate degradation II (aerobic and anaerobic)$benzoic acid degradation	PWY-7402
PWY-5430	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Benzoate-Degradation	Benzoate-Degradation$Super-Pathways	meta-cleavage pathway of aromatic compounds		meta cleavage pathway of aromatic compounds	
P321-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	2-Aminobenzoate Degradation	Benzoyl-CoA-Degradation	benzoyl-CoA degradation III (anaerobic)		benzoyl-CoA degradation III (anaerobic)$anaerobic benzoyl-CoA degradation	
PWY-1361	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	2-Aminobenzoate Degradation	Benzoyl-CoA-Degradation	benzoyl-CoA degradation I (aerobic)		benzoyl-CoA degradation I (aerobic)	
CENTBENZCOA-PWY	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	2-Aminobenzoate Degradation	Benzoyl-CoA-Degradation	benzoyl-CoA degradation II (anaerobic)		benzoyl-CoA degradation II (anaerobic)$central benzoyl-CoA pathway (anaerobic)	PWY-7402$BENZCOA-PWY$PWY-5184
PWY-6244				Bergamotene-Biosynthesis	bergamotene biosynthesis II		bergamotene biosynthesis II	
PWY-6243				Bergamotene-Biosynthesis	bergamotene biosynthesis I		bergamotene biosynthesis I	
PWY-3981	Biosynthesis	Amino-Acid-Biosynthesis	Beta-Alanine-Biosynthesis	Beta-Alanine-Biosynthesis	_-alanine biosynthesis I		&beta;-alanine biosynthesis I$&beta;-alanine biosynthesis from polyamines	
PWY-5760	Biosynthesis	Amino-Acid-Biosynthesis	Beta-Alanine-Biosynthesis	Beta-Alanine-Biosynthesis	_-alanine biosynthesis IV		&beta;-alanine biosynthesis IV	
PWY-3941	Biosynthesis	Amino-Acid-Biosynthesis	Beta-Alanine-Biosynthesis	Beta-Alanine-Biosynthesis	_-alanine biosynthesis II		&beta;-alanine biosynthesis II$&beta;-alanine biosynthesis from proprionate	PWY-4221
PWY-5155	Biosynthesis	Amino-Acid-Biosynthesis	Beta-Alanine-Biosynthesis	Beta-Alanine-Biosynthesis	_-alanine biosynthesis III		&beta;-alanine biosynthesis III	PANTOSYN-PWY
PWY-3982	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Beta-Alanine-Degradation	Beta-Alanine-Biosynthesis$Uracil-Degradation	uracil degradation I (reductive)		uracil degradation I (reductive)$&beta;-alanine biosynthesis	PWY-7209
BETA-ALA-DEGRADATION-I-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Beta-Alanine-Degradation	Beta-Alanine-Degradation	_-alanine degradation I		&beta;-alanine degradation I	
PWY-1781	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Beta-Alanine-Degradation	Beta-Alanine-Degradation	_-alanine degradation II		&beta;-alanine degradation II	
BETSYN-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis	glycine _ine biosynthesis I (Gram-negative bacteria)		glycine betaine biosynthesis I (Gram-negative bacteria)	
PWY-6004	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis	glycine _ine biosynthesis V (from glycine)		glycine betaine biosynthesis V (from glycine)$betaine biosynthesis from glycine	
P541-PWY	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis	glycine _ine biosynthesis IV (from glycine)		glycine betaine biosynthesis IV (from glycine)$betaine biosynthesis from glycine	
PWY1F-353	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis	glycine _ine biosynthesis III (plants)		glycine betaine biosynthesis III (plants)$glycine betaine biosynthesis	
PWY-3722	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis	glycine _ine biosynthesis II (Gram-positive bacteria)		glycine betaine biosynthesis II (Gram-positive bacteria)	
PWY-4021	Biosynthesis	Amine-and-Polyamine-Biosynthesis	Betaine-Biosynthesis	Betaine-Biosynthesis$MISCELLANEOUS-DEG	_-alanine _ine biosynthesis		&beta;-alanine betaine biosynthesis	
PWY-5426	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_xanthin biosynthesis		betaxanthin biosynthesis	PWY-5405
PWY-5403	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_xanthin biosynthesis (via dopamine)		betaxanthin biosynthesis (via dopamine)	PWY-5405
PWY-5394	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_lamic acid biosynthesis		betalamic acid biosynthesis	PWY-5405
PWY-5439	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_cyanin biosynthesis (via dopamine)		betacyanin biosynthesis (via dopamine)	PWY-5405
PWY-5404	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_xanthin biosynthesis (via dopaxanthin)		betaxanthin biosynthesis (via dopaxanthin)	PWY-5405
PWY-5399	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	_cyanin biosynthesis		betacyanin biosynthesis	PWY-5405
PWY-5400	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS	amaranthin biosynthesis		amaranthin biosynthesis	PWY-5405
PWY-5405	Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	BETALAIN-ALKALOIDS$Super-Pathways	superpathway of _lain biosynthesis		superpathway of betalain biosynthesis	
PWY-7754	Degradation/Utilization/Assimilation	Carboxylate Degradation	Bile-Acids-Degradation	Bile-Acids-Degradation	bile acids degradation		bile acids degradation$secondary bile acid biosynthesis$bile acid 7&alpha;-dehydroxylation	
PWY-6518	Degradation/Utilization/Assimilation	Carboxylate Degradation	Bile-Acids-Degradation	Bile-Acids-Degradation	glycocholate metabolism (bacteria)		glycocholate metabolism (bacteria)$bile acid metabolism (bacteria)$bile acid conjugate metabolism (bacteria)$bile salt metabolism (bacteria)	
PWY-7916				Bioluminescence	squid bioluminescence		squid bioluminescence$Watasenia bioluminescence	
PWY-7913				Bioluminescence	firefly bioluminescence		firefly bioluminescence	
PWY-7937				Bioluminescence	fungal bioluminescence		fungal bioluminescence	
PWY-7914				Bioluminescence	coral bioluminescence		coral bioluminescence$Cnidaria bioluminescence	
PWY-7723				Bioluminescence	bacterial bioluminescence		bacterial bioluminescence	
PWY-7915				Bioluminescence	jellyfish bioluminescence		jellyfish bioluminescence$Aequorea bioluminescence	
PWY-7912				Bioluminescence	dinoflagellate bioluminescence		dinoflagellate bioluminescence	
PWY-6146				Biosynthesis$Super-Pathways	Methanobacterium thermoautotrophicum-biosynthetic metabolism		Methanobacterium thermoautotrophicum biosynthetic metabolism	
PWY0-1507	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	BIOTIN-SYN	biotin biosynthesis from 8-amino-7-oxononanoate I		biotin biosynthesis from 8-amino-7-oxononanoate I$biotin biosynthesis from 7-keto-8-aminopelargonate	BIOTIN-BIOSYNTHESIS-PWY
PWY-7380	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	BIOTIN-SYN	biotin biosynthesis from 8-amino-7-oxononanoate II		biotin biosynthesis from 8-amino-7-oxononanoate II$biotin biosynthesis from 7-keto-8-aminopelargonate II	PWY-5005
BIOTIN-BIOSYNTHESIS-PWY	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	BIOTIN-SYN$Super-Pathways	biotin biosynthesis I		biotin biosynthesis I$vitamin H biosynthesis	
PWY-5005	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Vitamin-Biosynthesis	BIOTIN-SYN$Super-Pathways	biotin biosynthesis II		biotin biosynthesis II$vitamin H biosynthesis	
PWY-2582	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Brassinosteroid-Biosynthesis	brassinosteroid biosynthesis II		brassinosteroid biosynthesis II$brassinosteroid biosynthesis - C-22 oxidation branch	PWY-6544
PWY-699	Biosynthesis	Hormone-Biosynthesis	Plant-Hormone-Biosynthesis	Brassinosteroid-Biosynthesis	brassinosteroid biosynthesis I		brassinosteroid biosynthesis I$brassinosteroid biosynthesis - early and late C-6 oxidation pathways	PWY-6544
PWY-6391	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis	meso-butanediol biosynthesis I		"meso-butanediol biosynthesis I$(R,S)-butylene glycol fermentation$(R,S)-butanediol fermentation$(R,S)-butanediol biosynthesis"	PWY-6396
PWY-6392	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis	meso-butanediol biosynthesis II		"meso-butanediol biosynthesis II$(R,S)-butylene glycol fermentation$(R,S)-butanediol fermentation$(R,S)-butanediol biosynthesis"	PWY-6396
PWY-5951	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis	"(R,R)-butanediol biosynthesis"		"(R,R)-butanediol biosynthesis$(R,R)-butylene glycol fermentation$(R,R)-butanediol fermentation"	P125-PWY
PWY-6390	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis	"(S,S)-butanediol biosynthesis"		"(S,S)-butanediol biosynthesis$(S,S)-butylene glycol fermentation$(S,S)-butanediol fermentation$(S)-acetoin degradation"	PWY-6396
P125-PWY	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis$Super-Pathways	"superpathway of (R,R)-butanediol biosynthesis"		"superpathway of (R,R)-butanediol biosynthesis$butylene glycol fermentation$butanediol fermentation"	
PWY-6396	Biosynthesis	Other Biosynthesis	Other Biosynthesis	Butanediol-Biosynthesis$Super-Pathways	"superpathway of 2,3-butanediol biosynthesis"		"superpathway of 2,3-butanediol biosynthesis$butylene glycol fermentation$butanediol fermentation"	
PWY-7750	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	C1-COMPOUNDS	carbon monoxide oxidation to CO<sub>2</sub>		carbon monoxide oxidation to CO<sub>2</sub>$carboxydotrophy	
PWY-1722	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	C1-COMPOUNDS	"formate assimilation into 5,10-methylenetetrahydrofolate"		"formate assimilation into 5,10-methylenetetrahydrofolate"	
PWY-1881	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	C1-COMPOUNDS$CHEMOAUTOTROPHIC-ENERGY-METABOLISM	formate oxidation to CO<sub>2</sub>		formate oxidation to CO<sub>2</sub>	PWY-1882
CO2FORM-PWY	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	Anaerobic Respiration	C1-COMPOUNDS$METHANOGENESIS	methanogenesis from methanol		methanogenesis from methanol	PWY-6830
PWY-1882	Degradation/Utilization/Assimilation	C1-Compound-Utilzation-and-Assimilation	CO2 Fixation	C1-COMPOUNDS$Super-Pathways	superpathway of C1 compounds oxidation to CO2		superpathway of C1 compounds oxidation to CO<sub>2</sub>	
PWY-6767				C30-Carotenoids-Biosynthesis$TRITERPENOID-SYN	"4,4'-diapolycopenedioate biosynthesis"		"4,4'-diapolycopenedioate biosynthesis"	
PWY-5875				C30-Carotenoids-Biosynthesis$TRITERPENOID-SYN	staphyloxanthin biosynthesis		staphyloxanthin biosynthesis	
PWY-7950				C40-Carotenoids-Biosynthesis	diadinoxanthin and fucoxanthin biosynthesis		diadinoxanthin and fucoxanthin biosynthesis	
PWY-7947				C40-Carotenoids-Biosynthesis	flexixanthin biosynthesis		flexixanthin biosynthesis	
PWY-7940				C40-Carotenoids-Biosynthesis	lauryl-hydroxychlorobactene glucoside biosynthesis		lauryl-hydroxychlorobactene glucoside biosynthesis	
PWY-7939				C40-Carotenoids-Biosynthesis	chlorobactene biosynthesis		chlorobactene biosynthesis	
PWY-7638				C40-Carotenoids-Biosynthesis	echinenone and zeaxanthin biosynthesis (Synechocystis)		echinenone and zeaxanthin biosynthesis (Synechocystis)	
PWY-7636				C40-Carotenoids-Biosynthesis	astaxanthin biosynthesis (flowering plants)		astaxanthin biosynthesis (flowering plants)	
PWY-7623				C40-Carotenoids-Biosynthesis	astaxanthin dirhamnoside biosynthesis		astaxanthin dirhamnoside biosynthesis	
PWY-7591				C40-Carotenoids-Biosynthesis	okenone biosynthesis		okenone biosynthesis	
PWY-7175				C40-Carotenoids-Biosynthesis	nostoxanthin biosynthesis		nostoxanthin biosynthesis	
PWY-6809				C40-Carotenoids-Biosynthesis	neoxanthin biosynthesis		neoxanthin biosynthesis	CAROTENOID-PWY
PWY-6581				C40-Carotenoids-Biosynthesis	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"		"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"	
PWY-6288				C40-Carotenoids-Biosynthesis	zeaxanthin-_-D-diglucoside biosynthesis		zeaxanthin-&beta;-D-diglucoside biosynthesis	
PWY-6287				C40-Carotenoids-Biosynthesis	neurosporene biosynthesis		neurosporene biosynthesis	PWY-5942
PWY-6286				C40-Carotenoids-Biosynthesis	spheroidene and spheroidenone biosynthesis		spheroidene and spheroidenone biosynthesis	
PWY-6280				C40-Carotenoids-Biosynthesis	synechoxanthin biosynthesis		synechoxanthin biosynthesis	
PWY-6279				C40-Carotenoids-Biosynthesis	myxol-2' fucoside biosynthesis		myxol-2' fucoside biosynthesis	
PWY-5947				C40-Carotenoids-Biosynthesis	lutein biosynthesis		lutein biosynthesis	CAROTENOID-PWY
PWY-5946				C40-Carotenoids-Biosynthesis	&delta;-carotene biosynthesis		&delta;-carotene biosynthesis	CAROTENOID-PWY
PWY-5944				C40-Carotenoids-Biosynthesis	zeaxanthin biosynthesis		zeaxanthin biosynthesis	CAROTENOID-PWY
