"","V1","V2"
"2003","EC:3.1.3.86","Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase"
"2004","EC:3.1.3.87","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase"
"2005","EC:3.1.3.88","5''-phosphoribostamycin phosphatase"
"2006","EC:3.1.3.89","5'-deoxynucleotidase"
"2007","EC:3.1.3.9","Glucose-6-phosphatase"
"2008","EC:3.1.3.90","Maltose 6'-phosphate phosphatase"
"2009","EC:3.1.3.92","Kanosamine-6-phosphate phosphatase"
"2010","EC:3.1.3.93","L-galactose 1-phosphate phosphatase"
"2011","EC:3.1.3.95","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase"
"2012","EC:3.1.30.1","Aspergillus nuclease S(1)"
"2013","EC:3.1.31.1","Micrococcal nuclease"
"2014","EC:3.1.4.1","Phosphodiesterase I"
"2015","EC:3.1.4.11","Phosphoinositide phospholipase C"
"2016","EC:3.1.4.12","Sphingomyelin phosphodiesterase"
"2017","EC:3.1.4.14","[Acyl-carrier-protein] phosphodiesterase"
"2018","EC:3.1.4.16","2',3'-cyclic-nucleotide 2'-phosphodiesterase"
"2019","EC:3.1.4.17","3',5'-cyclic-nucleotide phosphodiesterase"
"2020","EC:3.1.4.2","Glycerophosphocholine phosphodiesterase"
"2021","EC:3.1.4.3","Phospholipase C"
"2022","EC:3.1.4.35","3',5'-cyclic-GMP phosphodiesterase"
"2023","EC:3.1.4.37","2',3'-cyclic-nucleotide 3'-phosphodiesterase"
"2024","EC:3.1.4.4","Phospholipase D"
"2025","EC:3.1.4.44","Glycerophosphoinositol glycerophosphodiesterase"
"2026","EC:3.1.4.46","Glycerophosphodiester phosphodiesterase"
"2027","EC:3.1.4.50","Glycosylphosphatidylinositol phospholipase D"
"2028","EC:3.1.4.52","Cyclic-guanylate-specific phosphodiesterase"
"2029","EC:3.1.4.53","3',5'-cyclic-AMP phosphodiesterase"
"2030","EC:3.1.4.54","N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D"
"2031","EC:3.1.4.55","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"
"2032","EC:3.1.4.56","7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase"
"2033","EC:3.1.5.1","dGTPase"
"2034","EC:3.1.6.1","Arylsulfatase"
"2035","EC:3.1.6.12","N-acetylgalactosamine-4-sulfatase"
"2036","EC:3.1.6.13","Iduronate-2-sulfatase"
"2037","EC:3.1.6.14","N-acetylglucosamine-6-sulfatase"
"2038","EC:3.1.6.2","Steryl-sulfatase"
"2039","EC:3.1.6.4","N-acetylgalactosamine-6-sulfatase"
"2040","EC:3.1.6.6","Choline-sulfatase"
"2041","EC:3.1.6.8","Cerebroside-sulfatase"
"2042","EC:3.1.7.2","Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
"2043","EC:3.1.7.8","Tuberculosinol synthase"
"2044","EC:3.1.7.9","Isotuberculosinol synthase"
"2045","EC:3.1.8.1","Aryldialkylphosphatase"
"2046","EC:3.10.1.1","N-sulfoglucosamine sulfohydrolase"
"2047","EC:3.11.1.1","Phosphonoacetaldehyde hydrolase"
"2048","EC:3.11.1.2","Phosphonoacetate hydrolase"
"2049","EC:3.11.1.3","Phosphonopyruvate hydrolase"
"2050","EC:3.13.1.1","UDP-sulfoquinovose synthase"
"2051","EC:3.13.1.3","2'-hydroxybiphenyl-2-sulfinate desulfinase"
"2052","EC:3.2.1.1","Alpha-amylase"
"2053","EC:3.2.1.10","Oligo-1,6-glucosidase"
"2054","EC:3.2.1.101","Mannan endo-1,6-alpha-mannosidase"
"2055","EC:3.2.1.106","Mannosyl-oligosaccharide glucosidase"
"2056","EC:3.2.1.108","Lactase"
"2057","EC:3.2.1.11","Dextranase"
"2058","EC:3.2.1.113","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2059","EC:3.2.1.114","Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase"
"2060","EC:3.2.1.122","Maltose-6'-phosphate glucosidase"
"2061","EC:3.2.1.123","Endoglycosylceramidase"
"2062","EC:3.2.1.130","Glycoprotein endo-alpha-1,2-mannosidase"
"2063","EC:3.2.1.132","Chitosanase"
"2064","EC:3.2.1.135","Neopullulanase"
"2065","EC:3.2.1.136","Glucuronoarabinoxylan endo-1,4-beta-xylanase"
"2066","EC:3.2.1.139","Alpha-glucuronidase"
"2067","EC:3.2.1.14","Chitinase"
"2068","EC:3.2.1.141","4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase"
"2069","EC:3.2.1.143","Poly(ADP-ribose) glycohydrolase"
"2070","EC:3.2.1.15","Polygalacturonase"
"2071","EC:3.2.1.150","Oligoxyloglucan reducing-end-specific cellobiohydrolase"
"2072","EC:3.2.1.151","Xyloglucan-specific endo-beta-1,4-glucanase"
"2073","EC:3.2.1.152","Mannosylglycoprotein endo-beta-mannosidase"
"2074","EC:3.2.1.155","Xyloglucan-specific exo-beta-1,4-glucanase"
"2075","EC:3.2.1.156","Oligosaccharide reducing-end xylanase"
"2076","EC:3.2.1.164","Galactan endo-1,6-beta-galactosidase"
"2077","EC:3.2.1.165","Exo-1,4-beta-D-glucosaminidase"
"2078","EC:3.2.1.166","Heparanase"
"2079","EC:3.2.1.169","Protein O-GlcNAcase"
"2080","EC:3.2.1.17","Lysozyme"
"2081","EC:3.2.1.170","Mannosylglycerate hydrolase"
"2082","EC:3.2.1.172","Unsaturated rhamnogalacturonyl hydrolase"
"2083","EC:3.2.1.175","Beta-D-glucopyranosyl abscisate beta-glucosidase"
"2084","EC:3.2.1.177","Alpha-D-xyloside xylohydrolase"
"2085","EC:3.2.1.18","Exo-alpha-sialidase"
"2086","EC:3.2.1.180","Unsaturated chondroitin disaccharide hydrolase"
"2087","EC:3.2.1.183","UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)"
"2088","EC:3.2.1.184","UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)"
"2089","EC:3.2.1.185","Non-reducing end beta-L-arabinofuranosidase"
"2090","EC:3.2.1.187","(Ara-f)(3)-Hyp beta-L-arabinobiosidase"
"2091","EC:3.2.1.2","Beta-amylase"
"2092","EC:3.2.1.20","Alpha-glucosidase"
"2093","EC:3.2.1.21","Beta-glucosidase"
"2094","EC:3.2.1.22","Alpha-galactosidase"
"2095","EC:3.2.1.23","Beta-galactosidase"
"2096","EC:3.2.1.24","Alpha-mannosidase"
"2097","EC:3.2.1.25","Beta-mannosidase"
"2098","EC:3.2.1.26","Beta-fructofuranosidase"
"2099","EC:3.2.1.28","Alpha,alpha-trehalase"
"2100","EC:3.2.1.3","Glucan 1,4-alpha-glucosidase"
"2101","EC:3.2.1.31","Beta-glucuronidase"
"2102","EC:3.2.1.33","Amylo-alpha-1,6-glucosidase"
"2103","EC:3.2.1.35","Hyaluronoglucosaminidase"
"2104","EC:3.2.1.37","Xylan 1,4-beta-xylosidase"
"2105","EC:3.2.1.39","Glucan endo-1,3-beta-D-glucosidase"
"2106","EC:3.2.1.4","Cellulase"
"2107","EC:3.2.1.40","Alpha-L-rhamnosidase"
"2108","EC:3.2.1.41","Pullulanase"
"2109","EC:3.2.1.45","Glucosylceramidase"
"2110","EC:3.2.1.46","Galactosylceramidase"
"2111","EC:3.2.1.49","Alpha-N-acetylgalactosaminidase"
"2112","EC:3.2.1.50","Alpha-N-acetylglucosaminidase"
"2113","EC:3.2.1.51","Alpha-L-fucosidase"
"2114","EC:3.2.1.52","Beta-N-acetylhexosaminidase"
"2115","EC:3.2.1.54","Cyclomaltodextrinase"
"2116","EC:3.2.1.55","Non-reducing end alpha-L-arabinofuranosidase"
"2117","EC:3.2.1.58","Glucan 1,3-beta-glucosidase"
"2118","EC:3.2.1.59","Glucan endo-1,3-alpha-glucosidase"
"2119","EC:3.2.1.6","Endo-1,3(4)-beta-glucanase"
"2120","EC:3.2.1.62","Glycosylceramidase"
"2121","EC:3.2.1.64","2,6-beta-fructan 6-levanbiohydrolase"
"2122","EC:3.2.1.65","Levanase"
"2123","EC:3.2.1.67","Galacturan 1,4-alpha-galacturonidase"
"2124","EC:3.2.1.68","Isoamylase"
"2125","EC:3.2.1.70","Glucan 1,6-alpha-glucosidase"
"2126","EC:3.2.1.73","Licheninase"
"2127","EC:3.2.1.76","L-iduronidase"
"2128","EC:3.2.1.78","Mannan endo-1,4-beta-mannosidase"
"2129","EC:3.2.1.8","Endo-1,4-beta-xylanase"
"2130","EC:3.2.1.80","Fructan beta-fructosidase"
"2131","EC:3.2.1.81","Beta-agarase"
"2132","EC:3.2.1.82","Exo-poly-alpha-galacturonosidase"
"2133","EC:3.2.1.84","Glucan 1,3-alpha-glucosidase"
"2134","EC:3.2.1.85","6-phospho-beta-galactosidase"
"2135","EC:3.2.1.86","6-phospho-beta-glucosidase"
"2136","EC:3.2.1.89","Arabinogalactan endo-beta-1,4-galactanase"
"2137","EC:3.2.1.91","Cellulose 1,4-beta-cellobiosidase (non-reducing end)"
"2138","EC:3.2.1.93","Alpha,alpha-phosphotrehalase"
"2139","EC:3.2.1.96","Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"
"2140","EC:3.2.1.97","Endo-alpha-N-acetylgalactosaminidase"
"2141","EC:3.2.1.99","Arabinan endo-1,5-alpha-L-arabinosidase"
"2142","EC:3.2.2.1","Purine nucleosidase"
"2143","EC:3.2.2.16","Methylthioadenosine nucleosidase"
"2144","EC:3.2.2.20","DNA-3-methyladenine glycosylase I"
"2145","EC:3.2.2.21","DNA-3-methyladenine glycosylase II"
"2146","EC:3.2.2.23","DNA-formamidopyrimidine glycosylase"
"2147","EC:3.2.2.24","ADP-ribosyl-[dinitrogen reductase] hydrolase"
"2148","EC:3.2.2.26","Futalosine hydrolase"
"2149","EC:3.2.2.27","Uracil-DNA glycosylase"
"2150","EC:3.2.2.3","Uridine nucleosidase"
"2151","EC:3.2.2.30","Aminodeoxyfutalosine nucleosidase"
"2152","EC:3.2.2.4","AMP nucleosidase"
"2153","EC:3.2.2.5","NAD(+) glycohydrolase"
"2154","EC:3.2.2.8","Ribosylpyrimidine nucleosidase"
"2155","EC:3.2.2.9","Adenosylhomocysteine nucleosidase"
"2156","EC:3.3.1.1","Adenosylhomocysteinase"
"2157","EC:3.3.2.1","Isochorismatase"
"2158","EC:3.3.2.10","Soluble epoxide hydrolase"
"2159","EC:3.3.2.12","Oxepin-CoA hydrolase"
"2160","EC:3.3.2.13","Chorismatase"
"2161","EC:3.3.2.2","Alkenylglycerophosphocholine hydrolase"
"2162","EC:3.3.2.5","Alkenylglycerophosphoethanolamine hydrolase"
"2163","EC:3.3.2.6","Leukotriene-A(4) hydrolase"
"2164","EC:3.3.2.8","Limonene-1,2-epoxide hydrolase"
"2165","EC:3.3.2.9","Microsomal epoxide hydrolase"
"2166","EC:3.4.11.1","Leucyl aminopeptidase"
"2167","EC:3.4.11.10","Bacterial leucyl aminopeptidase"
"2168","EC:3.4.11.14","Cytosol alanyl aminopeptidase"
"2169","EC:3.4.11.15","Aminopeptidase Y"
"2170","EC:3.4.11.18","Methionyl aminopeptidase"
"2171","EC:3.4.11.19","D-stereospecific aminopeptidase"
"2172","EC:3.4.11.2","Membrane alanyl aminopeptidase"
"2173","EC:3.4.11.21","Aspartyl aminopeptidase"
"2174","EC:3.4.11.23","PepB aminopeptidase"
"2175","EC:3.4.11.24","Aminopeptidase S"
"2176","EC:3.4.11.26","Intermediate cleaving peptidase 55"
"2177","EC:3.4.11.4","Tripeptide aminopeptidase"
"2178","EC:3.4.11.5","Prolyl aminopeptidase"
"2179","EC:3.4.11.6","Aminopeptidase B"
"2180","EC:3.4.11.7","Glutamyl aminopeptidase"
"2181","EC:3.4.11.9","Xaa-Pro aminopeptidase"
"2182","EC:3.4.13.18","Cytosol nonspecific dipeptidase"
"2183","EC:3.4.13.19","Membrane dipeptidase"
"2184","EC:3.4.13.21","Dipeptidase E"
"2185","EC:3.4.13.22","D-Ala-D-Ala dipeptidase"
"2186","EC:3.4.13.9","Xaa-Pro dipeptidase"
"2187","EC:3.4.14.1","Dipeptidyl-peptidase I"
"2188","EC:3.4.14.10","Tripeptidyl-peptidase II"
"2189","EC:3.4.14.11","Xaa-Pro dipeptidyl-peptidase"
"2190","EC:3.4.14.12","Xaa-Xaa-Pro tripeptidyl-peptidase"
"2191","EC:3.4.14.4","Dipeptidyl-peptidase III"
"2192","EC:3.4.14.5","Dipeptidyl-peptidase IV"
"2193","EC:3.4.14.9","Tripeptidyl-peptidase I"
"2194","EC:3.4.15.1","Peptidyl-dipeptidase A"
"2195","EC:3.4.15.5","Peptidyl-dipeptidase Dcp"
"2196","EC:3.4.15.6","Cyanophycinase"
"2197","EC:3.4.16.2","Lysosomal Pro-Xaa carboxypeptidase"
"2198","EC:3.4.16.4","Serine-type D-Ala-D-Ala carboxypeptidase"
"2199","EC:3.4.16.5","Carboxypeptidase C"
"2200","EC:3.4.16.6","Carboxypeptidase D"
"2201","EC:3.4.17.1","Carboxypeptidase A"
"2202","EC:3.4.17.10","Carboxypeptidase E"
"2203","EC:3.4.17.11","Glutamate carboxypeptidase"
"2204","EC:3.4.17.13","Muramoyltetrapeptide carboxypeptidase"
"2205","EC:3.4.17.14","Zinc D-Ala-D-Ala carboxypeptidase"
"2206","EC:3.4.17.18","Carboxypeptidase T"
"2207","EC:3.4.17.19","Carboxypeptidase Taq"
"2208","EC:3.4.17.2","Carboxypeptidase B"
"2209","EC:3.4.17.20","Carboxypeptidase U"
"2210","EC:3.4.17.21","Glutamate carboxypeptidase II"
"2211","EC:3.4.17.22","Metallocarboxypeptidase D"
"2212","EC:3.4.17.4","Gly-Xaa carboxypeptidase"
"2213","EC:3.4.18.1","Cathepsin X"
"2214","EC:3.4.19.1","Acylaminoacyl-peptidase"
"2215","EC:3.4.19.11","Gamma-D-glutamyl-meso-diaminopimelate peptidase"
"2216","EC:3.4.19.12","Ubiquitinyl hydrolase 1"
"2217","EC:3.4.19.13","Glutathione hydrolase"
"2218","EC:3.4.19.14","Leukotriene-C(4) hydrolase"
"2219","EC:3.4.19.3","Pyroglutamyl-peptidase I"
"2220","EC:3.4.19.5","Beta-aspartyl-peptidase"
"2221","EC:3.4.19.9","Gamma-glutamyl hydrolase"
"2222","EC:3.4.21.1","Chymotrypsin"
"2223","EC:3.4.21.10","Acrosin"
"2224","EC:3.4.21.100","Sedolisin"
"2225","EC:3.4.21.101","Xanthomonalisin"
"2226","EC:3.4.21.102","C-terminal processing peptidase"
"2227","EC:3.4.21.105","Rhomboid protease"
"2228","EC:3.4.21.107","Peptidase Do"
"2229","EC:3.4.21.108","HtrA2 peptidase"
"2230","EC:3.4.21.109","Matriptase"
"2231","EC:3.4.21.110","C5a peptidase"
"2232","EC:3.4.21.112","Site-1 protease"
"2233","EC:3.4.21.116","SpoIVB peptidase"
"2234","EC:3.4.21.117","Stratum corneum chymotryptic enzyme"
"2235","EC:3.4.21.19","Glutamyl endopeptidase"
"2236","EC:3.4.21.2","Chymotrypsin C"
"2237","EC:3.4.21.22","Coagulation factor IXa"
"2238","EC:3.4.21.26","Prolyl oligopeptidase"
"2239","EC:3.4.21.34","Plasma kallikrein"
"2240","EC:3.4.21.35","Tissue kallikrein"
"2241","EC:3.4.21.36","Pancreatic elastase"
"2242","EC:3.4.21.4","Trypsin"
"2243","EC:3.4.21.41","Complement subcomponent C1r"
"2244","EC:3.4.21.42","Complement subcomponent C1s"
"2245","EC:3.4.21.46","Complement factor D"
"2246","EC:3.4.21.48","Cerevisin"
"2247","EC:3.4.21.50","Lysyl endopeptidase"
"2248","EC:3.4.21.53","Endopeptidase La"
"2249","EC:3.4.21.59","Tryptase"
"2250","EC:3.4.21.61","Kexin"
"2251","EC:3.4.21.62","Subtilisin"
"2252","EC:3.4.21.66","Thermitase"
"2253","EC:3.4.21.68","T-plasminogen activator"
"2254","EC:3.4.21.69","Protein C (activated)"
"2255","EC:3.4.21.71","Pancreatic elastase II"
"2256","EC:3.4.21.72","IgA-specific serine endopeptidase"
"2257","EC:3.4.21.73","U-plasminogen activator"
"2258","EC:3.4.21.75","Furin"
"2259","EC:3.4.21.76","Myeloblastin"
"2260","EC:3.4.21.80","Streptogrisin A"
"2261","EC:3.4.21.81","Streptogrisin B"
"2262","EC:3.4.21.82","Glutamyl endopeptidase II"
"2263","EC:3.4.21.83","Oligopeptidase B"
"2264","EC:3.4.21.88","Repressor LexA"
"2265","EC:3.4.21.89","Signal peptidase I"
"2266","EC:3.4.21.9","Enteropeptidase"
"2267","EC:3.4.21.92","Endopeptidase Clp"
"2268","EC:3.4.21.93","Proprotein convertase 1"
"2269","EC:3.4.21.94","Proprotein convertase 2"
"2270","EC:3.4.21.96","Lactocepin"
"2271","EC:3.4.22.1","Cathepsin B"
"2272","EC:3.4.22.10","Streptopain"
"2273","EC:3.4.22.15","Cathepsin L"
"2274","EC:3.4.22.16","Cathepsin H"
"2275","EC:3.4.22.27","Cathepsin S"
"2276","EC:3.4.22.34","Legumain"
"2277","EC:3.4.22.36","Caspase-1"
"2278","EC:3.4.22.37","Gingipain R"
"2279","EC:3.4.22.38","Cathepsin K"
"2280","EC:3.4.22.4","Transferred entry: 3.4.22.32 and 3.4.22.33"
"2281","EC:3.4.22.40","Bleomycin hydrolase"
"2282","EC:3.4.22.41","Cathepsin F"
"2283","EC:3.4.22.42","Cathepsin O"
"2284","EC:3.4.22.48","Staphopain"
"2285","EC:3.4.22.49","Separase"
"2286","EC:3.4.22.55","Caspase-2"
"2287","EC:3.4.22.68","Ulp1 peptidase"
"2288","EC:3.4.22.70","Sortase A"
"2289","EC:3.4.22.8","Clostripain"
"2290","EC:3.4.23.1","Pepsin A"
"2291","EC:3.4.23.3","Gastricsin"
"2292","EC:3.4.23.36","Signal peptidase II"
"2293","EC:3.4.23.4","Chymosin"
"2294","EC:3.4.23.40","Phytepsin"
"2295","EC:3.4.23.42","Thermopsin"
"2296","EC:3.4.23.43","Prepilin peptidase"
"2297","EC:3.4.23.48","Plasminogen activator Pla"
"2298","EC:3.4.23.49","Omptin"
"2299","EC:3.4.23.5","Cathepsin D"
"2300","EC:3.4.23.51","HycI peptidase"
"2301","EC:3.4.23.52","Preflagellin peptidase"
"2302","EC:3.4.24.11","Neprilysin"
"2303","EC:3.4.24.13","IgA-specific metalloendopeptidase"
"2304","EC:3.4.24.15","Thimet oligopeptidase"
"2305","EC:3.4.24.16","Neurolysin"
"2306","EC:3.4.24.20","Peptidyl-Lys metalloendopeptidase"
"2307","EC:3.4.24.21","Astacin"
"2308","EC:3.4.24.25","Vibriolysin"
"2309","EC:3.4.24.26","Pseudolysin"
"2310","EC:3.4.24.27","Thermolysin"
"2311","EC:3.4.24.28","Bacillolysin"
"2312","EC:3.4.24.29","Aureolysin"
"2313","EC:3.4.24.3","Microbial collagenase"
"2314","EC:3.4.24.30","Coccolysin"
"2315","EC:3.4.24.34","Neutrophil collagenase"
"2316","EC:3.4.24.36","Leishmanolysin"
"2317","EC:3.4.24.37","Saccharolysin"
"2318","EC:3.4.24.40","Serralysin"
"2319","EC:3.4.24.55","Pitrilysin"
"2320","EC:3.4.24.56","Insulysin"
"2321","EC:3.4.24.59","Mitochondrial intermediate peptidase"
"2322","EC:3.4.24.61","Nardilysin"
"2323","EC:3.4.24.63","Meprin B"
"2324","EC:3.4.24.64","Mitochondrial processing peptidase"
"2325","EC:3.4.24.68","Tentoxilysin"
"2326","EC:3.4.24.69","Bontoxilysin"
"2327","EC:3.4.24.70","Oligopeptidase A"
"2328","EC:3.4.24.71","Endothelin-converting enzyme 1"
"2329","EC:3.4.24.75","Lysostaphin"
"2330","EC:3.4.24.77","Snapalysin"
"2331","EC:3.4.24.78","GPR endopeptidase"
"2332","EC:3.4.24.80","Membrane-type matrix metalloproteinase-1"
"2333","EC:3.4.24.81","ADAM10 endopeptidase"
"2334","EC:3.4.24.83","Anthrax lethal factor endopeptidase"
"2335","EC:3.4.24.84","Ste24 endopeptidase"
"2336","EC:3.4.24.85","S2P endopeptidase"
"2337","EC:3.4.24.86","ADAM 17 endopeptidase"
"2338","EC:3.4.25.1","Proteasome endopeptidase complex"
"2339","EC:3.4.25.2","HslU--HslV peptidase"
"2340","EC:3.5.1.1","Asparaginase"
"2341","EC:3.5.1.10","Formyltetrahydrofolate deformylase"
"2342","EC:3.5.1.100","(R)-amidase"
"2343","EC:3.5.1.101","L-proline amide hydrolase"
"2344","EC:3.5.1.102","deformylase"
"2345","EC:3.5.1.103","deacetylase"
"2346","EC:3.5.1.105","Chitin disaccharide deacetylase"
"2347","EC:3.5.1.106","N-formylmaleamate deformylase"
"2348","EC:3.5.1.107","Maleamate amidohydrolase"
"2349","EC:3.5.1.108","UDP-3-O-acyl-N-acetylglucosamine deacetylase"
"2350","EC:3.5.1.11","Penicillin amidase"
"2351","EC:3.5.1.110","Peroxyureidoacrylate/ureidoacrylate amidohydrolase"
"2352","EC:3.5.1.112","2'-N-acetylparomamine deacetylase"
"2353","EC:3.5.1.114","N-acyl-aromatic-L-amino acid amidohydrolase"
"2354","EC:3.5.1.115","Mycothiol S-conjugate amidase"
"2355","EC:3.5.1.116","Ureidoglycolate amidohydrolase"
"2356","EC:3.5.1.118","Gamma-glutamyl hercynylcysteine S-oxide hydrolase"
"2357","EC:3.5.1.12","Biotinidase"
"2358","EC:3.5.1.14","N-acyl-aliphatic-L-amino acid amidohydrolase"
"2359","EC:3.5.1.15","Aspartoacylase"
"2360","EC:3.5.1.16","Acetylornithine deacetylase"
"2361","EC:3.5.1.18","Succinyl-diaminopimelate desuccinylase"
"2362","EC:3.5.1.19","Nicotinamidase"
"2363","EC:3.5.1.2","Glutaminase"
"2364","EC:3.5.1.23","Ceramidase"
"2365","EC:3.5.1.24","Choloylglycine hydrolase"
"2366","EC:3.5.1.25","N-acetylglucosamine-6-phosphate deacetylase"
"2367","EC:3.5.1.26","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase"
"2368","EC:3.5.1.28","N-acetylmuramoyl-L-alanine amidase"
"2369","EC:3.5.1.29","2-(acetamidomethylene)succinate hydrolase"
"2370","EC:3.5.1.3","Omega-amidase"
"2371","EC:3.5.1.31","Formylmethionine deformylase"
"2372","EC:3.5.1.32","Hippurate hydrolase"
"2373","EC:3.5.1.38","Glutamin-(asparagin-)ase"
"2374","EC:3.5.1.4","Amidase"
"2375","EC:3.5.1.41","Chitin deacetylase"
"2376","EC:3.5.1.42","Nicotinamide-nucleotide amidase"
"2377","EC:3.5.1.44","Protein-glutamine glutaminase"
"2378","EC:3.5.1.46","6-aminohexanoate-oligomer exohydrolase"
"2379","EC:3.5.1.47","N-acetyldiaminopimelate deacetylase"
"2380","EC:3.5.1.49","Formamidase"
"2381","EC:3.5.1.5","Urease"
"2382","EC:3.5.1.52","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase"
"2383","EC:3.5.1.53","N-carbamoylputrescine amidase"
"2384","EC:3.5.1.54","Allophanate hydrolase"
"2385","EC:3.5.1.56","N,N-dimethylformamidase"
"2386","EC:3.5.1.59","N-carbamoylsarcosine amidase"
"2387","EC:3.5.1.6","Beta-ureidopropionase"
"2388","EC:3.5.1.68","N-formylglutamate deformylase"
"2389","EC:3.5.1.77","N-carbamoyl-D-amino-acid hydrolase"
"2390","EC:3.5.1.78","Glutathionylspermidine amidase"
"2391","EC:3.5.1.81","N-acyl-D-amino-acid deacylase"
"2392","EC:3.5.1.82","N-acyl-D-glutamate deacylase"
"2393","EC:3.5.1.86","Mandelamide amidase"
"2394","EC:3.5.1.87","N-carbamoyl-L-amino-acid hydrolase"
"2395","EC:3.5.1.88","Peptide deformylase"
"2396","EC:3.5.1.89","N-acetylglucosaminylphosphatidylinositol deacetylase"
"2397","EC:3.5.1.9","Arylformamidase"
"2398","EC:3.5.1.90","Adenosylcobinamide hydrolase"
"2399","EC:3.5.1.92","Pantetheine hydrolase"
"2400","EC:3.5.1.94","Gamma-glutamyl-gamma-aminobutyrate hydrolase"
"2401","EC:3.5.1.96","Succinylglutamate desuccinylase"
"2402","EC:3.5.1.97","Acyl-homoserine-lactone acylase"
"2403","EC:3.5.1.98","Histone deacetylase"
"2404","EC:3.5.1.99","Fatty acid amide hydrolase"
"2405","EC:3.5.2.10","Creatininase"
"2406","EC:3.5.2.12","6-aminohexanoate-cyclic-dimer hydrolase"
"2407","EC:3.5.2.14","N-methylhydantoinase (ATP-hydrolyzing)"
"2408","EC:3.5.2.15","Cyanuric acid amidohydrolase"
"2409","EC:3.5.2.17","Hydroxyisourate hydrolase"
"2410","EC:3.5.2.18","Enamidase"
"2411","EC:3.5.2.2","Dihydropyrimidinase"
"2412","EC:3.5.2.3","Dihydroorotase"
"2413","EC:3.5.2.5","Allantoinase"
"2414","EC:3.5.2.6","Beta-lactamase"
"2415","EC:3.5.2.7","Imidazolonepropionase"
"2416","EC:3.5.2.9","5-oxoprolinase (ATP-hydrolyzing)"
"2417","EC:3.5.3.1","Arginase"
"2418","EC:3.5.3.11","Agmatinase"
"2419","EC:3.5.3.12","Agmatine deiminase"
"2420","EC:3.5.3.13","Formimidoylglutamate deiminase"
"2421","EC:3.5.3.15","Protein-arginine deiminase"
"2422","EC:3.5.3.17","Guanidinopropionase"
"2423","EC:3.5.3.18","Dimethylargininase"
"2424","EC:3.5.3.22","Proclavaminate amidinohydrolase"
"2425","EC:3.5.3.23","N-succinylarginine dihydrolase"
"2426","EC:3.5.3.25","N(omega)-hydroxy-L-arginine amidinohydrolase"
"2427","EC:3.5.3.26","(S)-ureidoglycine aminohydrolase"
"2428","EC:3.5.3.3","Creatinase"
"2429","EC:3.5.3.4","Allantoicase"
"2430","EC:3.5.3.6","Arginine deiminase"
"2431","EC:3.5.3.7","Guanidinobutyrase"
"2432","EC:3.5.3.8","Formimidoylglutamase"
"2433","EC:3.5.3.9","Allantoate deiminase"
"2434","EC:3.5.4.1","Cytosine deaminase"
"2435","EC:3.5.4.10","IMP cyclohydrolase"
"2436","EC:3.5.4.12","dCMP deaminase"
"2437","EC:3.5.4.13","dCTP deaminase"
"2438","EC:3.5.4.16","GTP cyclohydrolase I"
"2439","EC:3.5.4.19","Phosphoribosyl-AMP cyclohydrolase"
"2440","EC:3.5.4.2","Adenine deaminase"
"2441","EC:3.5.4.21","Creatinine deaminase"
"2442","EC:3.5.4.25","GTP cyclohydrolase II"
"2443","EC:3.5.4.26","Diaminohydroxyphosphoribosylaminopyrimidine deaminase"
"2444","EC:3.5.4.27","Methenyltetrahydromethanopterin cyclohydrolase"
"2445","EC:3.5.4.28","S-adenosylhomocysteine deaminase"
"2446","EC:3.5.4.29","GTP cyclohydrolase IIa"
"2447","EC:3.5.4.3","Guanine deaminase"
"2448","EC:3.5.4.30","dCTP deaminase (dUMP-forming)"
"2449","EC:3.5.4.31","S-methyl-5'-thioadenosine deaminase"
"2450","EC:3.5.4.32","8-oxoguanine deaminase"
"2451","EC:3.5.4.33","tRNA(adenine(34)) deaminase"
"2452","EC:3.5.4.34","tRNA(Ala)(adenine(37)) deaminase"
"2453","EC:3.5.4.35","tRNA(cytosine(8)) deaminase"
"2454","EC:3.5.4.39","GTP cyclohydrolase IV"
"2455","EC:3.5.4.4","Adenosine deaminase"
"2456","EC:3.5.4.40","Aminodeoxyfutalosine deaminase"
"2457","EC:3.5.4.5","Cytidine deaminase"
"2458","EC:3.5.4.6","AMP deaminase"
"2459","EC:3.5.4.9","Methenyltetrahydrofolate cyclohydrolase"
"2460","EC:3.5.5.1","Nitrilase"
"2461","EC:3.5.5.4","Cyanoalanine nitrilase"
"2462","EC:3.5.5.7","Aliphatic nitrilase"
"2463","EC:3.5.99.10","2-iminobutanoate/2-iminopropanoate deaminase"
