OTU,Chris-01,Chris-02,Chris-03,Chris-04,Chris-05,Chris-06,Chris-07,Chris-08,Chris-09,Chris-10,Chris-11,Chris-12,Chris-13,Chris-14,Chris-15,Chris-16,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1363,1,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_4911
OTU_1364,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_4972
OTU_1365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_60393
OTU_1366,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_62665
OTU_1367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_76334
OTU_1368,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_7923
OTU_1369,2,1,0,6,2,0,0,0,0,0,0,0,1,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,midas_s_81783
OTU_1370,2,0,0,1,0,85,55,21,76,41,0,3,4,2,7,5,Bacteria,Planctomycetota,Pla3_lineage,midas_o_485,midas_f_485,midas_g_485,midas_s_485
OTU_1371,5,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,,,,
OTU_1372,22,5,14,11,12,3,6,6,0,2,0,0,2,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
OTU_1373,4,1,4,3,2,0,1,1,2,1,0,1,1,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,
OTU_1374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_25240
OTU_1375,2,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_35320
OTU_1376,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_38248
OTU_1377,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_39630
OTU_1378,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_43627
OTU_1379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_56319
OTU_1380,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,midas_s_99522
OTU_1381,6,3,2,8,4,1,2,1,1,0,0,0,3,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
OTU_1382,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,midas_s_5957
OTU_1383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_20266,
OTU_1384,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_20266,midas_s_20266
OTU_1385,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_4153,midas_s_4153
OTU_1386,1,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_44552,midas_s_44552
OTU_1387,9,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_62033,midas_s_62033
OTU_1388,3,1,1,4,1,4,0,0,0,2,0,0,0,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_6377,midas_s_6377
OTU_1389,3,3,3,1,3,3,0,1,0,1,0,0,1,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_71669,midas_s_71669
OTU_1390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_7755,midas_s_79377
OTU_1391,2,6,2,0,2,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_87094,
OTU_1392,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_87094,midas_s_87094
OTU_1393,34,27,35,27,23,13,13,22,11,6,2,4,16,2,1,4,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,
OTU_1394,8,8,8,4,6,2,0,1,4,1,0,0,10,0,0,2,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,midas_s_2083
OTU_1395,3,4,10,4,6,0,4,2,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,midas_s_3653
OTU_1396,1,3,1,0,2,0,3,1,2,3,0,1,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_97788,midas_s_97788
OTU_1397,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,
OTU_1398,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,,,
OTU_1399,2,4,4,6,5,4,11,8,3,1,1,1,1,1,0,3,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,
OTU_1400,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,
OTU_1401,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Ca_Nostocoida,midas_s_102920
OTU_1402,3,4,1,4,3,12,4,6,1,5,0,0,0,0,0,2,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_8808,midas_s_8808
OTU_1403,2,0,1,0,2,1,0,0,1,2,1,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,
OTU_1404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,midas_s_103409
OTU_1405,3,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,
OTU_1406,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,midas_s_112498
OTU_1407,10,2,7,3,13,0,1,3,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,midas_s_113781
OTU_1408,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,midas_s_67342
OTU_1409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,midas_s_71327
OTU_1410,1,1,2,1,3,3,1,4,1,0,3,1,9,6,4,8,Bacteria,Planctomycetota,Planctomycetes,midas_o_1071,midas_f_1071,midas_g_7408,midas_s_26879
OTU_1411,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,midas_o_1071,midas_f_24894,midas_g_110262,midas_s_110262
OTU_1412,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,Bacteria,Planctomycetota,Planctomycetes,midas_o_1071,midas_f_24894,midas_g_113174,midas_s_113174
OTU_1413,1,2,4,0,0,2,2,1,1,2,1,2,1,1,2,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
OTU_1414,2,2,0,1,0,3,9,3,1,0,2,5,7,6,4,2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_1097,
OTU_1415,4,3,6,1,4,4,10,6,5,2,5,3,6,5,3,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_1097,midas_s_1097
OTU_1416,1,2,1,2,0,0,0,0,1,0,1,2,0,2,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_22002,midas_s_22002
OTU_1417,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_24640,midas_s_25970
OTU_1418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_25171,midas_s_67418
OTU_1419,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_2781,
OTU_1420,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_2781,midas_s_115738
OTU_1421,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_38485,midas_s_103100
OTU_1422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_40284,midas_s_71490
OTU_1423,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_5167,midas_s_5167
OTU_1424,2,3,0,0,0,2,0,4,1,0,2,0,0,1,1,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_55095,
OTU_1425,10,7,7,3,1,6,5,7,2,2,4,3,5,9,7,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_55095,midas_s_55095
OTU_1426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_562,
OTU_1427,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_562,midas_s_7347
OTU_1428,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_72508,midas_s_72508
OTU_1429,16,5,11,5,3,8,10,5,6,4,2,7,12,9,9,3,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,
OTU_1430,3,2,0,2,1,2,0,2,0,2,3,7,7,5,0,4,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_101172
OTU_1431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_110684
OTU_1432,2,0,1,4,0,2,3,2,1,2,5,1,2,3,0,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_20575
OTU_1433,1,0,0,0,0,2,1,4,1,3,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_2268
OTU_1434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_39101
OTU_1435,17,11,3,3,4,18,10,12,4,3,13,6,8,10,4,4,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_6709
OTU_1436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_93680
OTU_1437,10,5,7,5,8,1,5,7,1,4,5,3,4,1,2,2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,
OTU_1438,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_1513
OTU_1439,2,5,2,3,1,2,5,0,1,0,0,0,1,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_21005
OTU_1440,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_21554
OTU_1441,3,0,1,1,1,2,3,1,1,2,2,1,1,2,3,2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_2216
OTU_1442,2,1,1,2,0,1,3,3,0,0,0,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_24191
OTU_1443,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_2514
OTU_1444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_28545
OTU_1445,2,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_34773
OTU_1446,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_52314
OTU_1447,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,,
OTU_1448,2,3,0,0,1,1,0,1,0,0,0,0,2,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,,
OTU_1449,1,4,3,3,0,3,2,2,0,0,1,1,3,0,0,2,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_13499,
OTU_1450,2,4,0,1,2,1,0,0,1,0,0,3,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_13499,midas_s_13499
OTU_1451,9,4,5,1,7,4,7,8,5,9,4,4,2,2,2,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,
OTU_1452,6,2,0,2,5,7,1,3,2,4,1,3,1,1,1,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_1792
OTU_1453,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_2021
OTU_1454,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_26973
OTU_1455,2,6,3,4,1,1,0,0,1,2,1,2,2,2,0,1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_51704
OTU_1456,3,3,4,2,2,1,0,5,1,3,0,0,1,0,2,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_5629
OTU_1457,2,3,4,1,2,0,5,5,1,4,1,0,4,4,2,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_21951,
OTU_1458,2,2,4,1,5,2,1,5,0,1,1,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_4975,
OTU_1459,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_4975,midas_s_19726
OTU_1460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_4975,midas_s_31753
OTU_1461,3,1,4,2,7,2,1,1,0,1,0,1,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_4975,midas_s_5047
OTU_1462,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,,
OTU_1463,5,4,5,11,10,0,2,2,3,3,1,1,1,0,0,2,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,
OTU_1464,3,1,2,2,3,0,1,0,1,0,1,0,0,0,0,1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_1302
OTU_1465,4,6,8,5,4,1,1,1,2,1,0,0,1,2,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_1221,midas_s_1417
OTU_1466,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,midas_g_2477,
OTU_1467,2,8,12,7,15,3,5,3,3,7,4,5,4,5,0,3,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,
OTU_1468,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,midas_s_27515
OTU_1469,1,1,2,4,3,2,0,1,0,1,0,0,2,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,
OTU_1470,4,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,midas_s_1709
OTU_1471,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,midas_s_18676
OTU_1472,2,1,1,0,1,0,0,1,0,3,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,
OTU_1473,1,0,4,1,1,2,3,4,2,0,1,0,2,1,1,1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,midas_s_38403
OTU_1474,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria,Planctomycetota,vadinHA49,midas_o_94546,midas_f_94546,midas_g_116051,midas_s_116051
OTU_1475,13,12,13,8,10,4,1,1,1,1,0,1,6,3,3,1,Bacteria,Proteobacteria,,,,,
OTU_1476,10,6,14,11,11,3,12,6,6,7,3,4,4,1,4,3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_1477,5,2,2,1,2,0,1,3,1,1,1,2,2,0,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
OTU_1478,8,10,2,4,8,0,7,2,5,2,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_17534,midas_s_17534
OTU_1479,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_5991,
OTU_1480,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_5991,midas_s_22608
OTU_1481,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_5991,midas_s_5991
OTU_1482,4,1,0,0,3,1,0,0,1,3,0,0,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_5991,midas_s_9109
OTU_1483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,midas_g_6090,
OTU_1484,5,3,7,2,8,3,1,4,1,1,1,2,1,1,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,
OTU_1485,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,midas_s_62077
OTU_1486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,midas_s_38984
OTU_1487,1,1,1,3,1,2,1,2,0,0,0,3,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,
OTU_1488,4,3,9,6,1,3,5,3,1,7,2,1,1,3,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus,midas_s_53749
OTU_1489,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,,
OTU_1490,4,2,1,0,1,2,2,1,0,1,2,1,2,2,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,midas_g_2759,
OTU_1491,6,2,1,0,3,2,2,2,2,4,3,1,5,3,3,5,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,midas_g_2759,midas_s_2759
OTU_1492,4,3,3,4,1,1,5,0,2,1,0,1,1,0,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,Stella,
OTU_1493,3,5,4,11,9,0,1,2,0,0,0,0,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,Stella,midas_s_11123
OTU_1494,2,17,4,9,3,1,0,1,0,0,0,1,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,Stella,midas_s_406
OTU_1495,3,4,2,4,4,1,3,0,1,3,1,1,0,0,0,3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU_1496,12,3,1,3,3,1,1,2,1,0,1,0,5,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
OTU_1497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,midas_s_17888
OTU_1498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,midas_s_8069
OTU_1499,1,0,3,1,1,1,1,2,0,1,0,0,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,midas_g_1057,
OTU_1500,1,7,2,3,1,1,0,8,0,1,0,0,4,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU_1501,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,
OTU_1502,2,2,0,3,4,2,1,1,3,2,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,midas_s_5283
OTU_1503,1,1,3,0,1,2,1,1,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,midas_g_50406,midas_s_50406
OTU_1504,2,1,1,0,0,0,1,0,0,2,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,midas_g_6757,
OTU_1505,8,8,17,14,4,2,1,6,4,4,1,2,4,0,0,6,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,
OTU_1506,2,12,12,5,7,6,2,0,3,2,2,0,2,0,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,midas_s_2783
OTU_1507,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,midas_s_69467
OTU_1508,4,3,4,0,2,2,5,1,2,4,1,1,3,2,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,
OTU_1509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_14690
OTU_1510,2,2,0,1,3,3,4,6,3,3,0,0,0,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_2639
OTU_1511,3,0,2,2,2,3,7,2,3,1,0,1,1,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,
OTU_1512,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,midas_s_17327
OTU_1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Elstera,Elstera_litoralis
OTU_1514,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,midas_g_37538,
