,Date,AD,SludgeType,Treatment,daysop,week,Period,SampleID.TSVS,TS_ww,VS_wwTS,VS_ww,VSr_pct,SampleID.pH,pH,SampleID.CODNH4,COD_mgL,TNH3_mgL,FAN_mgL,CODr_pct,CH4_pct,CH4_L,CH4_L_kgVS,O2_pct,Gasflow_mL,SampleID.CHN,C,H_pct,N_pct,CN,HC,gC_kg,gH_kg,gN_kg,SampleID.VFA,Ethanol,Propanol,Butanol,X1.Hexanol,Acetic.acid,Propionic.acid,iso.Butyric.acid,Butyric.acid,iso.Valeric.acid,Valeric.acid,4-Methyl.valeric.acid,Hexanoic.acid,DTubeID,SampleID.DNA,ngmL_qb,DNA_mg_gCOD,DNA_mg_gVS,DNA_mg_L,DNA_mgLSludge,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou_ev,VFAS
229,10/4/2023,AD1,Control,Control,40,7,SteadyState,,,,,,S255_AD1,7.25,,,,,,,,,,3546.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,10/4/2023,AD2,Treatment,Treatment,40,7,SteadyState,,,,,,S256_AD2,7.33,,,,,,,,,,3535.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10/4/2023,AD3,Control,Control,40,7,SteadyState,,,,,,S257_AD3,7.25,,,,,,,,,,3092.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,10/4/2023,AD4,Control,Control,40,7,SteadyState,,,,,,S258_AD4,7.175,,,,,,,,,,168.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,10/4/2023,AD5,Treatment,Treatment,40,7,SteadyState,,,,,,S259_AD5,7.36,,,,,,,,,,5403.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,10/4/2023,AD6,Treatment,Treatment,40,7,SteadyState,,,,,,S260_AD6,7.335,,,,,,,,,,3735.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11/4/2023,AD1,Control,Control,41,7,SteadyState,S261_AD1,1.74,75.48,1.29,51.84181348,,,,,,,,71,2.47308123,365.6150642,0.6,3483.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11/4/2023,AD2,Treatment,Treatment,41,7,SteadyState,S262_AD2,1.69,73.8,1.23,54.17025995,,,,,,,,72,2.43468144,359.938121,0.9,3381.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11/4/2023,AD3,Control,Control,41,7,SteadyState,S263_AD3,1.53,70.55,1.08,60.1946532,,,,,,,,,,,,2039.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11/4/2023,AD5,Treatment,Treatment,41,7,SteadyState,S265_AD5,1.61,71.79,1.16,56.8683011,,,,,,,,70,1.8945136,280.0808575,0.9,2706.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11/4/2023,AD6,Treatment,Treatment,41,7,SteadyState,S266_AD6,1.78,74.6,1.33,50.84390785,,,,,,,,70,2.3614822,349.1165012,1,3373.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12/4/2023,AD1,Control,Control,42,7,SteadyState,,,,,,,,,,,,,,,,,3215.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12/4/2023,AD2,Treatment,Treatment,42,7,SteadyState,,,,,,,,,,,,,,,,,3975.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12/4/2023,AD3,Control,Control,42,7,SteadyState,,,,,,,,,,,,,,,,,2387.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12/4/2023,AD4,Control,Control,42,7,SteadyState,,,,,,,,,,,,,,,,,765.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12/4/2023,AD5,Treatment,Treatment,42,7,SteadyState,,,,,,,,,,,,,,,,,3299.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12/4/2023,AD6,Treatment,Treatment,42,7,SteadyState,,,,,,,,,,,,,,,,,3245.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,13/4/2023,AD1,Control,Control,43,7,SteadyState,,,,,,,,,,,,,,,,,2645.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,13/4/2023,AD2,Treatment,Treatment,43,7,SteadyState,,,,,,,,,,,,,,,,,2757.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,13/4/2023,AD3,Control,Control,43,7,SteadyState,,,,,,,,,,,,,,,,,3783.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13/4/2023,AD4,Control,Control,43,7,SteadyState,,,,,,,,,,,,,,,,,2641.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,13/4/2023,AD5,Treatment,Treatment,43,7,SteadyState,,,,,,,,,,,,,,,,,3789.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,13/4/2023,AD6,Treatment,Treatment,43,7,SteadyState,,,,,,,,,,,,,,,,,3540.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,14/4/2023,AD1,Control,Control,44,7,SteadyState,,,,,,,,,,,,,68,2.33140924,344.6705788,1.4,3428.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,14/4/2023,AD2,Treatment,Treatment,44,7,SteadyState,,,,,,,,,,,,,63,2.42729613,358.8462925,2.9,3852.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,14/4/2023,AD3,Control,Control,44,7,SteadyState,,,,,,,,,,,,,66,2.655873,392.6386103,1.5,4024.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,14/4/2023,AD4,Control,Control,44,7,SteadyState,,,,,,,,,,,,,76,1.68639288,249.3127333,1.7,2218.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,14/4/2023,AD5,Treatment,Treatment,44,7,SteadyState,,,,,,,,,,,,,66,2.76809874,409.2298248,1.3,4194.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,14/4/2023,AD6,Treatment,Treatment,44,7,SteadyState,,,,,,,,,,,,,63,2.22507306,328.9500643,1.7,3531.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,15/4/2023,AD1,Control,Control,45,7,SteadyState,,,,,,,,,,,,,,,,,3505.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,15/4/2023,AD2,Treatment,Treatment,45,7,SteadyState,,,,,,,,,,,,,,,,,4414.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,15/4/2023,AD3,Control,Control,45,7,SteadyState,,,,,,,,,,,,,,,,,3953.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,15/4/2023,AD4,Control,Control,45,7,SteadyState,,,,,,,,,,,,,,,,,1859.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,15/4/2023,AD5,Treatment,Treatment,45,7,SteadyState,,,,,,,,,,,,,,,,,3505.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,15/4/2023,AD6,Treatment,Treatment,45,7,SteadyState,,,,,,,,,,,,,,,,,4113.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,16/4/2023,AD1,Control,Control,46,7,SteadyState,S285_AD1,1.77,74.5,1.32,52.80618312,S267_AD1,7.25,,,,,,,,,,3853.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16/4/2023,AD2,Treatment,Treatment,46,7,SteadyState,S286_AD2,1.73,74.06,1.28,54.09036861,S268_AD2,7.3,,,,,,,,,,3909.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,16/4/2023,AD3,Control,Control,46,7,SteadyState,S287_AD3,1.74,71.98,1.25,55.30321046,S269_AD3,7.27,,,,,,,,,,4436.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,16/4/2023,AD4,Control,Control,46,7,SteadyState,S288_AD4,1.9,71.78,1.365,51.30796671,S270_AD4,7.315,,,,,,,,,,1179.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,16/4/2023,AD5,Treatment,Treatment,46,7,SteadyState,S289_AD5,1.84,72.36,1.33,52.44946492,S271_AD5,7.315,,,,,,,,,,4471.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,16/4/2023,AD6,Treatment,Treatment,46,7,SteadyState,S290_AD6,1.85,72.73,1.34,52.09274673,S272_AD6,7.225,,,,,,,,,,4076.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,17/4/2023,AD1,Control,Control,47,8,SteadyState,,,,,,,,,,,,,,,,,3646.226,,,,,,,,,,S279_AD1,0,0,0,0,28.22,13.41,0.41,0.74,0.39,0.31,1,0.13,,,,,,,,,,,,,,,,,,
273,17/4/2023,AD2,Treatment,Treatment,47,8,SteadyState,,,,,,,,,,,,,,,,,3311.831,,,,,,,,,,S280_AD2,0,0,0,0,8.95,13.7,0.38,0.76,0.29,0.29,0.23,0.08,,,,,,,,,,,,,,,,,,
274,17/4/2023,AD3,Control,Control,47,8,SteadyState,,,,,,,,,,,,,,,,,4043.519,,,,,,,,,,S281_AD3,0,0,0,0,17.89,30.49,0.76,1.24,0.62,0.34,1.01,0,,,,,,,,,,,,,,,,,,
276,17/4/2023,AD5,Treatment,Treatment,47,8,SteadyState,,,,,,,,,,,,,,,,,4546.665,,,,,,,,,,S283_AD5,0,0,0,0,49.62,23.91,0.72,1.04,0.76,0.33,1.66,0,,,,,,,,,,,,,,,,,,
277,17/4/2023,AD6,Treatment,Treatment,47,8,SteadyState,,,,,,,,,,,,,,,,,3429.089,,,,,,,,,,S284_AD6,0,0,0,0,32.75,17.38,0.49,0.79,0.66,0.33,1.4,0,,,,,,,,,,,,,,,,,,
278,18/4/2023,AD1,Control,Control,48,8,SteadyState,,,,,,,,,,,,,69,2.55261705,364.2259762,1.3,3699.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,18/4/2023,AD2,Treatment,Treatment,48,8,SteadyState,,,,,,,,,,,,,70,2.4644389,351.6440761,1.1,3520.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,18/4/2023,AD3,Control,Control,48,8,SteadyState,,,,,,,,,,,,,69,2.38124313,339.7730982,1.4,3451.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,18/4/2023,AD4,Control,Control,48,8,SteadyState,,,,,,,,,,,,,75,0.40624275,57.96567182,1.9,541.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,18/4/2023,AD5,Treatment,Treatment,48,8,SteadyState,,,,,,,,,,,,,70,3.1005674,442.4115196,1.2,4429.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,18/4/2023,AD6,Treatment,Treatment,48,8,SteadyState,,,,,,,,,,,,,70,2.573263,367.1718906,1.3,3676.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,19/4/2023,AD1,Control,Control,49,8,SteadyState,,,,,,,,,,,,,,,,,3534.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,19/4/2023,AD2,Treatment,Treatment,49,8,SteadyState,,,,,,,,,,,,,,,,,3450.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,19/4/2023,AD3,Control,Control,49,8,SteadyState,,,,,,,,,,,,,,,,,3774.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,19/4/2023,AD4,Control,Control,49,8,SteadyState,,,,,,,,,,,,,,,,,796.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,19/4/2023,AD5,Treatment,Treatment,49,8,SteadyState,,,,,,,,,,,,,,,,,4450.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,19/4/2023,AD6,Treatment,Treatment,49,8,SteadyState,,,,,,,,,,,,,,,,,3526.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,20/4/2023,AD1,Control,Control,50,8,SteadyState,,,,,,,,,,,,,,,,,3434.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,20/4/2023,AD2,Treatment,Treatment,50,8,SteadyState,,,,,,,,,,,,,,,,,3528.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,20/4/2023,AD3,Control,Control,50,8,SteadyState,,,,,,,,,,,,,,,,,3546.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,20/4/2023,AD4,Control,Control,50,8,SteadyState,,,,,,,,,,,,,,,,,909.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,20/4/2023,AD5,Treatment,Treatment,50,8,SteadyState,,,,,,,,,,,,,,,,,4195.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,20/4/2023,AD6,Treatment,Treatment,50,8,SteadyState,,,,,,,,,,,,,,,,,3582.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,21/4/2023,AD1,Control,Control,51,8,SteadyState,,,,,,,,,,,,,,,,,3409.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,21/4/2023,AD2,Treatment,Treatment,51,8,SteadyState,,,,,,,,,,,,,,,,,3474.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,21/4/2023,AD3,Control,Control,51,8,SteadyState,,,,,,,,,,,,,,,,,3873.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,21/4/2023,AD4,Control,Control,51,8,SteadyState,,,,,,,,,,,,,,,,,508.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,21/4/2023,AD5,Treatment,Treatment,51,8,SteadyState,,,,,,,,,,,,,,,,,5131.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,21/4/2023,AD6,Treatment,Treatment,51,8,SteadyState,,,,,,,,,,,,,,,,,3459.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,22/4/2023,AD1,Control,Control,52,8,SteadyState,,,,,,,,,,,,,,,,,3823.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,22/4/2023,AD2,Treatment,Treatment,52,8,SteadyState,,,,,,,,,,,,,,,,,3787.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,22/4/2023,AD3,Control,Control,52,8,SteadyState,,,,,,,,,,,,,,,,,4091.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,22/4/2023,AD4,Control,Control,52,8,SteadyState,,,,,,,,,,,,,,,,,265.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,22/4/2023,AD5,Treatment,Treatment,52,8,SteadyState,,,,,,,,,,,,,,,,,4034.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,22/4/2023,AD6,Treatment,Treatment,52,8,SteadyState,,,,,,,,,,,,,,,,,3863.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,23/4/2023,AD1,Control,Control,53,8,SteadyState,S363_AD1,1.79,71.8,1.28,55.97269625,S356_AD1,7.21,,,,,,,,,,3796.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,23/4/2023,AD3,Control,Control,53,8,SteadyState,S365_AD3,1.83,70.73,1.29,55.7337884,S358_AD3,7.13,,,,,,,,,,4586.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,23/4/2023,AD4,Control,Control,53,8,SteadyState,S366_AD4,1.93,70.32,1.36,51.09215017,S359_AD4,7.23,,,,,,,,,,510.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,23/4/2023,AD5,Treatment,Treatment,53,8,SteadyState,S367_AD5,1.81,71.39,1.29,55.63139932,S360_AD5,7.18,,,,,,,,,,5730.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,23/4/2023,AD2,Treatment,Treatment,53,8,SteadyState,,,,,,S357_AD2,7.19,,,,,,,,,,3860.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,23/4/2023,AD6,Treatment,Treatment,53,8,SteadyState,,,,,,S362_AD6,7.11,,,,,,,,,,4216.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,25/4/2023,AD1,Control,Control,55,9,SteadyState,S441_AD1,1.705,72.31,1.235,57.84982935,S435_AD1,7.42,,,,,,,,,,3489.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,25/4/2023,AD2,Treatment,Treatment,55,9,SteadyState,S442_AD2,1.78,72.73,1.29,55.87030717,S436_AD2,7.46,,,,,,,,,,3765.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,25/4/2023,AD3,Control,Control,55,9,SteadyState,S443_AD3,1.82,71.24,1.3,55.63139932,S437_AD3,7.53,,,,,,,,,,3330.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,25/4/2023,AD4,Control,Control,55,9,SteadyState,S444_AD4,1.01,72.79,0.73,74.7440273,S438_AD4,7.49,,,,,,,,,,2016.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,25/4/2023,AD5,Treatment,Treatment,55,9,SteadyState,S445_AD5,1.75,71.64,1.25,57.23549488,S439_AD5,8.02,,,,,,,,,,4096.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,25/4/2023,AD6,Treatment,Treatment,55,9,SteadyState,S446_AD6,1.785,71.765,1.28,56.31399317,S440_AD6,7.48,,,,,,,,,,3966.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,27/4/2023,AD1,Control,Control,57,9,SteadyState,S519_AD1,1.85,74.12,1.41,52.55972696,S513_AD1,7.46,,,,,,,,,,3945.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,27/4/2023,AD2,Treatment,Treatment,57,9,SteadyState,S520_AD2,1.87,73.64,1.38,53.48122867,S514_AD2,7.47,,,,,,,,,,4217.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,27/4/2023,AD3,Control,Control,57,9,SteadyState,S521_AD3,1.84,71.28,1.31,54.94880546,S515_AD3,7.44,,,,,,,,,,3144.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,27/4/2023,AD4,Control,Control,57,9,SteadyState,S522_AD4,2.11,71.52,1.51,48.12286689,S516_AD4,7.49,,,,,,,,,,781.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,27/4/2023,AD5,Treatment,Treatment,57,9,SteadyState,S523_AD5,1.69,71.65,1.21,58.60068259,S517_AD5,7.42,,,,,,,,,,3906.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,27/4/2023,AD6,Treatment,Treatment,57,9,SteadyState,S524_AD6,1.88,72.84,1.37,51.97952218,S518_AD6,7.44,,,,,,,,,,4320.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,29/4/2023,AD1,Control,Control,59,9,SteadyState,,,,,,,,,,,,,,,,,4267.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,29/4/2023,AD2,Treatment,Treatment,59,9,SteadyState,,,,,,,,,,,,,,,,,4562.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,29/4/2023,AD3,Control,Control,59,9,SteadyState,,,,,,,,,,,,,,,,,4817.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,29/4/2023,AD4,Control,Control,59,9,SteadyState,,,,,,,,,,,,,,,,,55.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,29/4/2023,AD5,Treatment,Treatment,59,9,SteadyState,,,,,,,,,,,,,,,,,3459.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,29/4/2023,AD6,Treatment,Treatment,59,9,SteadyState,,,,,,,,,,,,,,,,,4571.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,30/4/2023,AD1,Control,Control,60,9,SteadyState,S585_AD1,1.78,72.14,1.29,54.91309386,S579_AD1,7.14,,,,,,,,,,4725.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,30/4/2023,AD2,Treatment,Treatment,60,9,SteadyState,S586_AD2,1.68,71.88,1.21,53.87022016,S580_AD2,7.15,,,,,,,,,,4820.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,30/4/2023,AD3,Control,Control,60,9,SteadyState,S587_AD3,1.82,70.31,1.28,57.48551564,S581_AD3,7.16,,,,,,,,,,4361.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,30/4/2023,AD4,Control,Control,60,9,SteadyState,S588_AD4,1.62,68.53,1.11,61.86558517,S582_AD4,7.18,,,,,,,,,,391.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,30/4/2023,AD5,Treatment,Treatment,60,9,SteadyState,S589_AD5,1.62,70.76,1.15,60.26651217,S583_AD5,7.26,,,,,,,,,,4605.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,30/4/2023,AD6,Treatment,Treatment,60,9,SteadyState,S590_AD6,1.76,70.44,1.2,59.22363847,S584_AD6,7.16,,,,,,,,,,4790.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2/5/2023,AD1,Control,Control,62,10,Glycerol,,,,,,,,,,,,,,,,,4050.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2/5/2023,AD2,Treatment,Treatment,62,10,Glycerol,,,,,,,,,,,,,,,,,4448.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2/5/2023,AD3,Control,Control,62,10,Glycerol,,,,,,,,,,,,,,,,,5081.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2/5/2023,AD4,Control,Control,62,10,Glycerol,,,,,,,,,,,,,,,,,855.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2/5/2023,AD5,Treatment,Treatment,62,10,Glycerol,,,,,,,,,,,,,,,,,5205.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2/5/2023,AD6,Treatment,Treatment,62,10,Glycerol,,,,,,,,,,,,,,,,,4685.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,6/5/2023,AD1,Control,Control,66,10,Glycerol,,,,,,,,,,,,,,,,,2543.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,6/5/2023,AD2,Treatment,Treatment,66,10,Glycerol,,,,,,,,,,,,,,,,,2309.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,6/5/2023,AD3,Control,Control,66,10,Glycerol,,,,,,,,,,,,,,,,,2523.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,6/5/2023,AD4,Control,Control,66,10,Glycerol,,,,,,,,,,,,,,,,,67.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,6/5/2023,AD5,Treatment,Treatment,66,10,Glycerol,,,,,,,,,,,,,,,,,2013.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,6/5/2023,AD6,Treatment,Treatment,66,10,Glycerol,,,,,,,,,,,,,,,,,1505.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,7/5/2023,AD1,Control,Control,67,10,Inhibition,S771_AD1,1.69,73.53,1.25,56.91581251,S765_AD1,7.18,,,,,,,,,,3005.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,7/5/2023,AD2,Treatment,Treatment,67,10,Inhibition,S772_AD2,1.74,72.69,1.25,56.12115628,S766_AD2,6.1,,,,,,,,,,2111.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,7/5/2023,AD3,Control,Control,67,10,Inhibition,S773_AD3,1.89,70.04,1.32,54.28999194,S767_AD3,7.16,,,,,,,,,,3105.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,7/5/2023,AD4,Control,Control,67,10,Inhibition,S774_AD4,1.64,67.73,1.11,61.64919959,S768_AD4,7.22,,,,,,,,,,498.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,7/5/2023,AD5,Treatment,Treatment,67,10,Inhibition,S775_AD5,1.66,68.95,1.14,73.49994242,S769_AD5,6.17,,,,,,,,,,1900.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,7/5/2023,AD6,Treatment,Treatment,67,10,Inhibition,S776_AD6,1.63,69.32,1.13,61.06184498,S770_AD6,5.75,,,,,,,,,,1124.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,9/5/2023,AD1,Control,Control,69,11,Inhibition,,,,,,,,,,,,,,,,,3196.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,9/5/2023,AD2,Treatment,Treatment,69,11,Inhibition,,,,,,,,,,,,,,,,,616.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,9/5/2023,AD3,Control,Control,69,11,Inhibition,,,,,,,,,,,,,,,,,4023.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,9/5/2023,AD4,Control,Control,69,11,Inhibition,,,,,,,,,,,,,,,,,259.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,9/5/2023,AD5,Treatment,Treatment,69,11,Inhibition,,,,,,,,,,,,,,,,,588.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,9/5/2023,AD6,Treatment,Treatment,69,11,Inhibition,,,,,,,,,,,,,,,,,528.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
